Artists,Name,Year,Weekly.rank,Week,Max.Weeks.on.chart,Genre,acousticness,danceability,energy,key,tempo,valence,cluster
Robin Thicke,Lost Without U,2007,14,2007-03-28,23,"R&;B,Pop",0.231082021,0.63115693,0.313756783,0,0.397720474,0.828226063,1
Drake,The Motto,2012,14,2012-04-27,35,"Hip-Hop,Producer,Memes,Hyphy,West Coast,Canada,Rap",0.000112148,0.762886598,0.424406852,0.090909091,0.944609255,0.342593574,1
Sean Kingston,Me Love,2007,14,2007-08-29,18,Rap,0.064210459,0.626575029,0.841472497,0.090909091,0.809749659,0.943802354,1
Lil Wayne,Dedicate,2018,14,2018-10-13,2,"Trap,Rap",0.033740039,0.877434135,0.644643047,0.181818182,0.427145844,0.729615099,1
Mr. Cheeks,"Lights, Camera, Action!",2002,14,2002-03-05,30,Rap,0.117584819,0.777777778,0.929779764,0.090909091,0.350236525,0.823984731,1
"Nicki Minaj, Drake, Lil Wayne",No Frauds,2017,14,2017-04-01,7,"Beef,Canada,Rap",0.09038639,0.863688431,0.533992978,0.090909091,0.557194753,0.421058212,1
Jessica Simpson,With You,2004,14,2004-03-17,23,Pop,0.09437413,0.504009164,0.744653687,0,0.282282486,0.604495812,1
Meghan Trainor,Dear Future Husband,2015,14,2015-06-05,24,Pop,0.38343412,0.620847652,0.772316204,0.090909091,0.189399219,0.84519139,1
J. Cole,Photograph,2018,14,2018-05-05,2,Rap,0.030570297,0.815578465,0.458453027,0.090909091,0.347430291,0.357438236,1
Ashanti,Baby,2002,15,2002-10-29,22,"Soul,R&;B",0.008504805,0.520045819,0.557399723,0.363636364,0.671516415,0.449687202,1
Ryan Cabrera,On The Way Down,2004,15,2004-10-13,27,Pop,0.001879023,0.443298969,0.839344611,0.090909091,0.28667378,0.534513837,1
"Sean Kingston, Justin Bieber",Eenie Meenie,2010,15,2010-05-13,18,"Canada,Pop",0.035580534,0.711340206,0.620172359,0.090909091,0.447110196,0.849432722,1
Imagine Dragons,It's Time,2013,15,2013-02-08,47,"Adult Alternative,Alternative Pop,Alternative Rock,Pop-Rock,Alternative,Indie Rock,Pop,Rock",0.016562084,0.621993127,0.880838387,0.181818182,0.347177422,0.874880713,1
Daughtry,No Surprise,2009,15,2009-05-21,24,Rap,0.00871953,0.421534937,0.769124375,0.272727273,0.291792844,0.113561658,1
Drake,Miss Me,2010,15,2010-06-17,20,"Alternative R&;B,R&;B,Canada,Rap",0.08281991,0.361970218,0.859559528,0.181818182,0.321415576,0.315024918,1
Toby Keith,Red Solo Cup,2012,15,2012-01-12,20,"Country,Rock",0.293454357,0.483390607,0.536120864,0.363636364,0.712055705,0.795355742,1
J. Cole,Motiv8,2018,15,2018-05-05,2,Rap,0.138034765,0.865979381,0.349930844,0.363636364,0.624026298,0.594952815,1
Nelly,E.I.,2001,15,2001-01-09,20,"Hip-Hop,Pop,Rap",0.074844431,0.825887743,0.452069369,0.181818182,0.2536774,0.393489556,1
Kristinia DeBarge,Goodbye,2009,15,2009-06-18,16,"Electro-Pop,Dance-Pop,Pop",0.005161239,0.760595647,0.812746037,0.090909091,0.43955495,0.653271127,1
Evan And Jaron,Crazy For This Girl,2001,15,2001-02-27,23,"Rock,Pop",0.000495584,0.394043528,0.925523992,0,0.279056859,0.397730887,1
Rihanna,Shut Up And Drive,2007,15,2007-08-01,20,"New Wave,R&;B,Pop",0.00103035,0.712485682,0.819129695,0.090909091,0.519591215,0.747640759,1
Eminem,Superman,2003,15,2003-03-11,16,Rap,0.02198132,0.789232532,0.743589744,0.363636364,0.501477128,0.577987488,1
Lady Gaga,Perfect Illusion,2016,15,2016-10-01,6,Pop,0.001224625,0.572737686,0.852111927,0.090909091,0.470392688,0.667055455,1
Travis Scott,Antidote,2016,16,2016-01-08,26,"Trap,Hip-Hop,Memes,Rap",0.007840182,0.687285223,0.499946803,0.090909091,0.507786529,0.101897996,1
LL Cool J,Headsprung,2004,16,2004-10-06,20,Rap,0.011654097,0.6930126,0.776571976,0,0.315766102,0.456049199,1
David Banner,Get Like Me,2008,16,2008-09-04,21,"R&;B,Rap",0.003300294,0.813287514,0.741461858,0.090909091,0.422865566,0.658572792,1
Karmin,Brokenhearted,2012,16,2012-06-08,22,"Pop,Rap",0.007819732,0.746849943,0.754229173,0.090909091,0.439641295,0.902449369,1
Kendrick Lamar,Element.,2017,16,2017-05-06,11,"Producer,Conscious Hip-Hop,Pop,R&;B,Trap,West Coast,Rap",0.20858708,0.727376861,0.690392595,0.363636364,0.870691197,0.475135192,1
Becky G,Shower,2014,16,2014-08-08,20,"R&;B,Pop",0.032410793,0.671248568,0.503138632,0.181818182,0.43955495,0.091294667,1
Eminem,Survival,2013,16,2013-11-15,14,"SHADYXV,Rap",0.003883118,0.396334479,0.896797532,0.181818182,0.787386132,0.426359877,1
Mike Posner,Please Don't Go,2010,16,2010-12-09,20,"Electro-Pop,Pop",0.00302422,0.671248568,0.878710501,0.363636364,0.439733809,0.659633125,1
Taylor Swift,Our Song,2008,16,2008-01-16,36,"Pop Country,Country,Pop",0.11349483,0.635738832,0.655282477,0.181818182,0.248508995,0.534513837,1
Rich Gang,Lifestyle,2014,16,2014-11-14,25,"Atlanta,Trap,Hip-Hop,Rap",0.015539587,0.495990836,0.649962762,0.090909091,0.240213644,0.462411197,1
Busta Rhymes,Touch It,2006,16,2006-04-12,23,Rap,0.004394366,0.624284078,0.526545377,0.090909091,0.552717113,0.431661542,1
Cardi B,Press,2019,16,2019-06-15,4,"Hardcore Hip-Hop,Trap,Hip-Hop,Rap",0.02965005,0.887743414,0.49888286,0.090909091,0.525875946,0.220655286,1
Eminem,Kamikaze,2018,16,2018-09-15,3,Rap,0.114517327,0.764032073,0.799978721,0.181818182,0.192822208,0.643728131,1
Keith Urban,Kiss A Girl,2009,16,2009-06-11,20,"Country,Rock",0.01052935,0.618556701,0.776571976,0.181818182,0.445753335,0.468773195,1
Blaque,808,1999,16,1999-07-12,20,Rap,0.003351419,0.863688431,0.387168848,0.090909091,0.449873257,0.352136571,1
Jordin Sparks,One Step At A Time,2008,17,2008-09-11,21,Pop,0.084353656,0.747995418,0.676561336,0.090909091,0.328791962,0.695684445,1
3 Doors Down,It's Not My Time,2008,17,2008-06-05,29,Rock,0.001357549,0.479954181,0.935099479,0,0.489129697,0.29063726,1
Justin Bieber,One Time,2010,17,2010-01-07,25,"Canada,Pop",0.064517208,0.662084765,0.847856155,0.090909091,0.599985198,0.770968084,1
X Ambassadors,Renegades,2015,17,2015-11-06,35,"Pop,Adult Contemporary,Adult Alternative,Alternative Rock,Pop-Rock,Indie Rock,Rock",0.014721589,0.473081329,0.857431642,0.181818182,0.254929412,0.522850175,1
Sheryl Crow,Soak Up The Sun,2002,17,2002-07-16,29,"Adult Alternative,Producer,Singer-Songwriter,Adult Contemporary,Pop-Rock,Pop,Country,Rock",0.046316756,0.689576174,0.711671454,0.363636364,0.43955495,0.724313434,1
Jason Derulo,It Girl,2011,17,2011-11-17,22,"Pop,R&;B",0.016868833,0.635738832,0.704223854,0.090909091,0.266900622,0.328809246,1
Eminem,Beautiful,2009,17,2009-05-28,6,"Rock,Rap",0.256644453,0.703321879,0.680817108,0.454545455,0.5141206,0.458169865,1
"Alan Jackson, Jimmy Buffett",It's Five O'Clock Somewhere,2003,17,2003-09-02,20,"Country,Rock",0.222902042,0.687285223,0.762740717,0.181818182,0.47166937,0.904570035,1
Sugarland,Stuck Like Glue,2010,17,2010-11-25,24,"Pop Country,Country,Rock",0.336399244,0.674684994,0.786147462,0.090909091,0.21736288,0.849432722,1
Sting,Desert Rose,2000,17,2000-08-22,26,"Rock,Pop",0.014619339,0.531500573,0.636131503,0,0.390251574,0.100837663,1
Foo Fighters,Best Of You,2005,18,2005-07-06,21,"Alternative Rock,Rock",0.000783928,0.289805269,0.940419194,0.090909091,0.502531778,0.354257237,1
Daughtry,Over You,2007,18,2007-12-05,25,"Alternative,Alternative Rock,Rock",0.017789081,0.357388316,0.92126822,0.272727273,0.661944381,0.561022161,1
Kanye West,Monster,2010,18,2010-11-11,10,"Hip-Hop,Posse Cut,Horrorcore,Screen,Producer,Memes,Rap",0.002492521,0.589919817,0.676561336,0.181818182,0.469183848,0.065210476,1
Kanye West,Gone,2013,18,2013-10-18,0,"Rap,Producer",0.015130588,0.832760596,0.651026705,0.090909091,0.271908671,0.327748913,1
Kanye West,All Of The Lights,2011,18,2011-05-12,25,"Pop,Producer,Rap",0.081388414,0.490263459,0.794659006,0.090909091,0.576153794,0.197327961,1
Maroon 5,Harder To Breathe,2003,18,2003-11-04,22,"Indie Rock,Alternative,Funk Rock,Alternative Rock,Pop-Rock,Rock,Pop",0.051735992,0.628865979,0.906373018,0.090909091,0.624297671,0.988336338,1
Jennifer Lopez,Play,2001,18,2001-06-05,20,"Pop,R&;B",0.030979296,0.758304696,0.715927226,0.090909091,0.345388833,0.911992366,1
Vitamin C,Smile,1999,18,1999-08-23,14,"Jamaica,Pop",0.024946562,0.61626575,0.748909458,0.181818182,0.873614615,0.49952285,1
OneRepublic,All The Right Moves,2010,18,2010-04-22,34,"Pop,Pop-Rock,Rock",0.263801935,0.476517755,0.948930737,0,0.600139387,0.652210794,1
Lil Wayne,Drop The World,2010,18,2010-01-14,20,Rap,0.073515185,0.630011455,0.908500904,0.090909091,0.593780645,0.325628247,1
Rihanna,Rehab,2009,18,2009-01-01,17,R&;B,0.003279844,0.538373425,0.782955634,0.090909091,0.193272439,0.383946559,1
Taylor Swift,End Game,2018,18,2018-01-27,14,"R&;B,Synth-Pop,UK,Electronic,Rap,Pop",0.00863773,0.6139748,0.56697521,0.181818182,0.680619715,0.123104655,1
Sunshine Anderson,Heard It All Before,2001,18,2001-05-08,20,"Neo Soul,Soul Pop,R&;B",0.062472214,0.670103093,0.924460049,0.272727273,0.297491658,0.679779451,1
Switchfoot,Meant To Live,2004,18,2004-08-04,28,"Christian Rock,Christian,Post-Grunge,Alternative,Alternative Rock,Rock",0.005876987,0.325315006,0.901053304,0.181818182,0.634227422,0.552539497,1
Carrie Underwood,Good Girl,2012,18,2012-03-16,20,Country,0.029241051,0.577319588,0.832960953,0,0.494587977,0.748701092,1
Khalid,Young Dumb & Broke,2018,18,2018-01-06,36,"Hip-Hop,Trap,Pop,R&;B",0.203474593,0.78465063,0.513778061,0.090909091,0.544168892,0.38076556,1
Kris Allen,Live Like We're Dying,2010,18,2010-03-11,29,"Adult Alternative,Adult Contemporary,Alternative Rock,Christian,Pop-Rock,Rock,Pop",0.027298306,0.532646048,0.897861475,0,0.267011638,0.95334535,1
Paris Hilton,Stars Are Blind,2006,18,2006-07-05,12,"Reggae,Pop",0.006061037,0.723940435,0.679753165,0.181818182,0.328705617,0.513307178,1
Carrie Underwood,Last Name,2008,19,2008-06-05,20,Country,0.198362107,0.323024055,0.864879242,0.272727273,0.685307051,0.692503446,1
Kid Rock,Only God Knows Why,2000,19,2000-04-11,20,"Country,Rock",0.058177725,0.589919817,0.737206086,0.363636364,0.496376566,0.291697593,1
Train,Calling All Angels,2003,19,2003-09-16,29,"Pop-Rock,Rock",0.076275927,0.390607102,0.832960953,0.272727273,0.72436613,0.523910508,1
Ashlee Simpson,Boyfriend,2005,19,2005-11-02,20,"Pop,Pop-Rock",0.032819792,0.67812142,0.741461858,0.090909091,0.489265383,0.923656028,1
Ciara,Like A Boy,2007,19,2007-05-02,20,"Rap,R&;B",0.27300441,0.673539519,0.710607511,0,0.513861563,0.413635882,1
Fall Out Boy,Beat It,2008,19,2008-04-17,7,"Cover,Alternative Rock,Pop-Punk,Emo,Rock",0.019936325,0.508591065,0.936163422,0,0.624377849,0.854734387,1
Foo Fighters,Learn To Fly,2000,19,2000-01-17,21,"Adult Alternative,Alternative Rock,Rock",1.63395E-05,0.403207331,0.918076391,0.363636364,0.538297387,0.532393171,1
Dixie Chicks,Goodbye Earl,2000,19,2000-05-02,15,Country,0.024742063,0.67583047,0.673369507,0,0.456990607,0.813381402,1
Nickelback,If Today Was Your Last Day,2009,19,2009-07-09,22,Rock,8.62783E-05,0.426116838,0.909564847,0.272727273,0.254337328,0.565263493,1
Rihanna,Pour It Up,2013,19,2013-04-05,20,"Hip-Hop,Rap,Pop,R&;B",0.02596906,0.76975945,0.44887754,0.181818182,0.525993129,0.376524229,1
Britney Spears,If U Seek Amy,2009,19,2009-05-07,20,"Electro-Pop,Dance-Pop,Pop",0.019629576,0.691867125,0.564847324,0.363636364,0.501026897,0.539815502,1
Akon,Beautiful,2008,19,2008-12-18,22,"R&;B,Rap",0.1247423,0.721649485,0.948930737,0,0.501458625,0.614038808,1
Nickelback,Savin' Me,2006,19,2006-05-31,28,Rock,0.000711331,0.365406644,0.798914778,0.272727273,0.711192249,0.529212173,1
Eric Church,Springsteen,2012,19,2012-06-08,22,"Country,Rock",0.102247359,0.663230241,0.801042664,0.181818182,0.34109622,0.94592302,1
Rascal Flatts,Take Me There,2007,19,2007-10-10,20,"Country,Rock",0.004864715,0.442153494,0.852111927,0.363636364,0.217461561,0.306542254,1
Lorde,Green Light,2017,19,2017-03-25,9,"Power Pop,Adult Alternative,Indie Pop,Disco,Dance-Pop,Electro-Pop,New Zealand,Alternative Pop,Alternative,Alternative Rock,Pop",0.021367822,0.550973654,0.707415683,0.181818182,0.494785339,0.231258615,1
Linkin Park,Breaking The Habit,2004,20,2004-09-22,20,"Alternative Rock,Rock",0.110427338,0.533791523,0.843600383,0.363636364,0.316413694,0.579047821,1
Selena Gomez,Bad Liar,2017,20,2017-07-08,14,Pop,0.19324962,0.975945017,0.38078519,0.090909091,0.446000037,0.734916764,1
Of Monsters And Men,Little Talks,2013,20,2013-02-15,48,"Pop,Adult Alternative,Adult Contemporary,Pop-Rock,Folk Rock,Folk,Indie Pop,Indie Rock,Indie,Alternative,Alternative Rock,Rock",0.021061072,0.394043528,0.74571763,0.090909091,0.334546284,0.405153218,1
Colbie Caillat,Realize,2008,20,2008-06-26,26,Pop,0.132922279,0.664375716,0.572294925,0.090909091,0.463885925,0.166578306,1
Jack Johnson,You And Your Heart,2010,20,2010-04-22,4,"Piano,Singer-Songwriter,Pop-Rock,Adult Alternative,Folk Rock,Rock",0.371164152,0.764032073,0.54888818,0.181818182,0.359870235,0.878061711,1
Aaron Tippin,Where The Stars And Stripes And The Eagle Fly,2001,20,2001-12-25,20,Country,0.035887283,0.55441008,0.762740717,0.181818182,0.316339684,0.338352243,1
Carl Thomas,I Wish,2000,20,2000-05-09,20,"Soul,Neo Soul,R&;B",0.060631718,0.713631157,0.648898819,0.090909091,0.253523212,0.20050896,1
X Ambassadors,Unsteady,2016,20,2016-12-10,34,"Adult Alternative,Alternative Rock,Indie Rock,Soundtrack,Pop,Rock",0.18200215,0.316151203,0.647834876,0,0.4214717,0.174000636,1
Seether,Broken,2004,20,2004-12-15,21,Rock,0.0104271,0.38373425,0.589318013,0.272727273,0.462837442,0.18990563,1
Jonas Brothers,Play My Music,2008,20,2008-07-03,5,"Soundtrack,Disney,Pop,Rock",0.000664296,0.410080183,0.8712629,0.181818182,0.797229538,0.767787085,1
Prince,Little Red Corvette,2016,20,2016-05-14,24,"Synth-Pop,New Wave,Pop,Rock,R&;B",0.287319373,0.727376861,0.734014257,0.090909091,0.459025898,0.714770438,1
P!nk,Family Portrait,2003,20,2003-01-21,20,"R&;B,Pop",0.028014054,0.743413517,0.670177678,0,0.265808966,0.740218429,1
Coldplay,Princess Of China,2011,20,2011-11-10,12,"Alternative Pop,Alternative Rock,Alternative,UK,Pop-Rock,Rock",0.003934242,0.357388316,0.67443345,0,0.223709286,0.210051956,1
Case,Happily Ever After,1999,20,1999-07-12,20,"Neo Soul,Soul Pop,Soul,Ballad,R&;B",0.141102257,0.726231386,0.58825407,0.363636364,0.439949673,0.551479164,1
Avril Lavigne,Here's To Never Growing Up,2013,20,2013-06-28,15,"Pop-Punk,Pop-Rock,Rock,Canada,Pop",0.011347348,0.422680412,0.869135014,0,0.717692844,0.74445976,1
Nicki Minaj,MEGATRON,2019,20,2019-07-06,0,"East Coast,Hip-Hop,Rap",0.130877284,0.89347079,0.622300245,0.090909091,0.279383739,0.78051108,1
Drake,All Me,2013,20,2013-10-11,20,"Canada,Rap",0.072083688,0.638029782,0.48824343,0.090909091,0.452007228,0.410454883,1
Jake Owen,Barefoot Blue Jean Night,2011,21,2011-09-15,24,"Country,R&;B,Rock",0.212677069,0.557846506,0.799978721,0.363636364,0.760446284,0.820803732,1
Gwen Stefani,Luxurious,2005,21,2005-12-07,20,"R&;B,Rap,Pop",0.157462214,0.79954181,0.712735397,0,0.507644675,0.669176121,1
Justin Bieber,Never Let You Go,2010,21,2010-03-18,2,"R&;B,Canada,Pop",0.001439349,0.626575029,0.80317055,0,0.33596482,0.678719118,1
M2M,Don't Say You Love Me,2000,21,2000-01-03,12,"Bubblegum Pop,Pop",0.01441484,0.588774341,0.709543568,0.090909091,0.301204522,0.594952815,1
Martin Garrix,Animals,2014,21,2014-04-25,34,"Memes,House,Electronic,Pop",0.0010917,0.643757159,0.863815299,0.090909091,0.489018682,0.002862899,1
Ariana Grande,Baby I,2013,21,2013-08-09,3,"R&;B,Pop",0.015744086,0.701030928,0.787211405,0.090909091,0.32847125,0.511186513,1
Miley Cyrus,Adore You,2014,21,2014-02-28,18,Pop,0.11349483,0.538373425,0.637195446,0,0.438148749,0.176121302,1
KT Tunstall,Suddenly I See,2007,21,2007-02-07,30,"Pop,Pop-Rock",0.230059523,0.542955326,0.756357059,0,0.318627844,0.667055455,1
Charlie Puth,How Long,2018,21,2018-02-10,24,"Disco,Funk,Pop",0.215744561,0.838487973,0.537184807,0.090909091,0.377799296,0.822924398,1
U2,Beautiful Day,2001,21,2001-01-23,25,"Indie Rock,Adult Alternative,Adult Contemporary,Rock",0.01431259,0.487972509,0.925523992,0.181818182,0.540036635,0.444385537,1
Drake,Back To Back,2015,21,2015-08-21,20,"Canada,Producer,Trap,Beef,Rap",0.00873998,0.89347079,0.451005426,0.090909091,0.235958036,0.368041565,1
Demi Lovato,Confident,2015,21,2015-12-18,20,"Pop-Rock,Marvel,Pop",0.001919923,0.550973654,0.737206086,0.272727273,0.501705327,0.327748913,1
OneRepublic,Secrets,2010,21,2010-10-21,33,"Classical Music,Adult Alternative,Adult Contemporary,Ballad,Pop-Rock,Baroque Pop,Classical Crossover,Pop,Rock",0.073310685,0.461626575,0.75316523,0.181818182,0.612455979,0.361679567,1
Drake,8 Out Of 10,2018,21,2018-07-14,3,"Canada,Rap",0.164619695,0.476517755,0.67443345,0.181818182,0.751342983,0.292757926,1
Justin Bieber,All Around The World,2012,22,2012-06-22,9,"Canada,Rap,Pop",0.019220577,0.659793814,0.808490265,0.272727273,0.488802817,0.785812745,1
Kanye West,POWER,2010,22,2010-07-15,16,"Producer,Pop,Rap",0.016562084,0.49255441,0.913820619,0,0.649319411,0.574806489,1
Ariana Grande,Bloodline,2019,22,2019-02-23,3,"Dancehall,Reggae,R&;B,Pop",0.083331159,0.738831615,0.647834876,0.181818182,0.63684863,0.644788464,1
Ciara,Body Party,2013,22,2013-07-26,20,R&;B,0.014619339,0.531500573,0.553143951,0.181818182,0.52581427,0.090234334,1
Blake Shelton,God Gave Me You,2011,22,2011-10-27,25,"Country,Rock",0.00491584,0.423825888,0.838280668,0.181818182,0.636854797,0.538755169,1
Luke Combs,Beer Never Broke My Heart,2019,22,2019-06-22,8,"Rock,Country",0.01421034,0.486827033,0.858495585,0.090909091,0.174436749,0.638426466,1
Fall Out Boy,Uma Thurman,2015,22,2015-09-11,27,"Electronic Rock,Electro-Pop,Electronic,Punk Rock,Alternative Pop,Alternative,Alternative Rock,Pop-Rock,Pop-Punk,Pop,Rock",0.104292354,0.583046964,0.962761996,0.363636364,0.624427189,0.691443113,1
Chad Brock,Yes!,2000,22,2000-06-27,20,Country,0.004169417,0.642611684,0.603149271,0.181818182,0.480014062,0.442264871,1
Avril Lavigne,Don't Tell Me,2004,22,2004-06-23,20,"Pop,Alternative Rock,Post-Grunge,Canada,Rock",0.004721565,0.469644903,0.786147462,0.363636364,0.58831003,0.476195525,1
Ludacris,Southern Hospitality,2001,23,2001-03-20,20,"Dirty South,Rap",0.043556013,0.578465063,0.889349931,0,0.285162731,0.629943802,1
Rodney Atkins,Take A Back Road,2011,23,2011-10-20,23,"Country,Rock",0.187114636,0.536082474,0.851047984,0.272727273,0.747408088,0.936380023,1
Fabolous,Baby Don't Go,2007,23,2007-11-07,20,Rap,0.09048864,0.825887743,0.671241621,0.090909091,0.314754624,0.483617856,1
Pharrell Williams,Come Get It Bae,2014,23,2014-08-08,15,"R&;B,Pop",0.271981913,0.940435281,0.789339291,0,0.440634271,0.911992366,1
Boys Like Girls,The Great Escape,2007,23,2007-09-19,25,"Rock,Alternative Rock,Pop-Punk,Pop-Rock",0.001694973,0.355097365,0.940419194,0.090909091,0.624254498,0.498462517,1
T.I.,U Don't Know Me,2005,23,2005-04-06,20,Rap,0.050713495,0.762886598,0.642515161,0.090909091,0.217073005,0.520729509,1
Carrie Underwood,Undo It,2010,23,2010-06-24,20,Country,0.112472332,0.41580756,0.834024896,0.181818182,0.663233399,0.650090128,1
Eminem,Greatest,2018,23,2018-09-15,2,Rap,0.045089759,0.797250859,0.72443877,0.090909091,0.193087413,0.352136571,1
Kylie Minogue,Love At First Sight,2002,23,2002-09-03,16,"House,Electronic,Dance-Pop,Pop",0.02944555,0.561282932,0.76380466,0.272727273,0.470435861,0.471954194,1
Keith Urban,Somebody Like You,2002,23,2002-10-29,20,Country,0.110427338,0.585337915,0.834024896,0.363636364,0.38425055,0.658572792,1
Kenny Chesney,Come Over,2012,23,2012-07-20,20,"Country,Rock",0.102247359,0.404352806,0.689328652,0.090909091,0.785282998,0.473014527,1
Avant,Separated,2000,23,2000-05-16,20,R&;B,0.252554464,0.78465063,0.451005426,0,0.367110936,0.644788464,1
Rihanna,Birthday Cake,2012,24,2012-05-04,20,"Remix,Rap,R&;B,Pop",0.327196768,0.674684994,0.819129695,0.272727273,0.19301957,0.311843919,1
Gavin DeGraw,In Love With A Girl,2008,24,2008-05-22,23,"Pop-Rock,Rock",0.019731826,0.373424971,0.904245132,0.272727273,0.69808621,0.691443113,1
Randy Houser,Runnin' Outta Moonlight,2013,24,2013-08-16,20,"Country,Rock",0.036194033,0.473081329,0.79253112,0.181818182,0.760495624,0.778390415,1
New Boyz,You're A Jerk,2009,24,2009-08-13,20,Rap,0.156439717,0.936998855,0.425470795,0.363636364,0.310412671,0.516488177,1
Simple Plan,Perfect,2003,24,2003-12-16,20,"Pop-Punk,Canada,Qu\xc3\xa9bec,Rock",0.027911804,0.436426117,0.655282477,0.272727273,0.662949691,0.55359983,1
Justin Bieber,All That Matters,2013,24,2013-11-01,8,"Canada,Pop",0.005467988,0.670103093,0.481859772,0.090909091,0.500477985,0.114621991,1
Calvin Harris,My Way,2016,24,2016-10-08,10,"Tropical House,Pop",0.095601127,0.808705613,0.911692733,0.363636364,0.439567285,0.531332839,1
Nicki Minaj,Pills N Potions,2014,24,2014-06-27,18,Rap,0.008300306,0.318442153,0.582934355,0.181818182,0.745903207,0.141130315,1
Bon Jovi,Livin' On A Prayer,2013,25,2013-11-29,22,"Hard Rock,Glam Rock,Rock",0.039772773,0.504009164,0.829769124,0,0.456269004,0.811260736,1
Jonas Brothers,When You Look Me In The Eyes,2008,25,2008-03-06,17,"Pop,Ballad,Pop-Rock",0.024742063,0.327605956,0.756357059,0.181818182,0.537964339,0.500583183,1
Hannah Montana,Life's What You Make It,2007,25,2007-07-11,4,"Disney,Soundtrack,Pop",0.053065238,0.589919817,0.941483137,0,0.587650103,0.864277383,1
Coldplay,Hymn For The Weekend,2016,25,2016-10-08,23,"UK,Pop,Rock",0.260734443,0.431844215,0.730822428,0,0.254448344,0.347895239,1
Dru Hill,I Should Be...,2003,25,2003-01-07,17,Pop,0.203474593,0.309278351,0.737206086,0.090909091,0.452839847,0.457109532,1
Jo Dee Messina,That's The Way,2000,25,2000-08-22,20,Pop,0.131899781,0.429553265,0.922332163,0.181818182,0.833685911,0.830346729,1
Jewel,Standing Still,2002,25,2002-02-12,20,"Singer-Songwriter,Folk Rock,Folk,Adult Alternative,Adult Contemporary,Pop-Rock,Pop",0.155417219,0.575028637,0.663794021,0.181818182,0.463688564,0.323507581,1
Drake,Fancy,2010,25,2010-09-30,20,"Atlanta,Canada,Producer,Rap",0.338444238,0.469644903,0.880838387,0.181818182,0.237802133,0.263068604,1
6ix9ine,STOOPID,2018,25,2018-10-20,9,"Hardcore Hip-Hop,East Coast,Trap,Rap",0.116562321,0.699885452,0.669113736,0.272727273,0.624760237,0.877001378,1
Petey Pablo,Raise Up,2001,25,2001-11-20,21,Rap,0.145192246,0.712485682,0.838280668,0.090909091,0.662092402,0.749761425,1
Eminem,Old Time's Sake,2009,25,2009-05-21,2,Rap,0.061960965,0.758304696,0.822321524,0.090909091,0.785307668,0.849432722,1
Wham!,Last Christmas,2019,25,2019-01-05,9,"Christmas,New Wave,Synth-Pop,Pop",0.19324962,0.712485682,0.44887754,0.181818182,0.363663277,0.967129679,1
Luke Bryan,Kick The Dust Up,2015,26,2015-06-05,20,Country,0.200407101,0.55441008,0.855303756,0.090909091,0.760742326,0.830346729,1
Zac Brown Band,Whatever It Is,2009,26,2009-07-09,20,"Country,Rock",0.452963938,0.656357388,0.553143951,0.090909091,0.217424555,0.7264341,1
Toby Keith,My List,2002,26,2002-05-07,20,"Country,Rock",0.339466736,0.591065292,0.72443877,0.090909091,0.23652545,0.324567914,1
Toby Keith,I Love This Bar,2003,26,2003-11-11,20,"Country,Rock",0.024537563,0.567010309,0.818065752,0.181818182,0.4090996,0.444385537,1
Nicki Minaj,Right Thru Me,2010,26,2010-12-23,19,"R&;B,Rap",0.089568392,0.3069874,0.663794021,0.090909091,0.700189344,0.140069982,1
Lifehouse,First Time,2007,26,2007-09-12,26,Rock,2.227E-05,0.376861397,0.953186509,0.272727273,0.505516871,0.498462517,1
Adele,Water Under The Bridge,2017,26,2017-02-11,22,"Adult Alternative,Adult Contemporary,Ballad,Disco,Tropical House,Trip-Hop,UK,Pop",0.019322827,0.553264605,0.83189701,0.454545455,0.285335422,0.46347153,1
Paramore,Misery Business,2008,26,2008-01-09,30,"Soundtrack,Gaming,Pop-Punk,Alternative Rock,Rock",0.00277882,0.46277205,0.904245132,0.090909091,0.766373297,0.738097763,1
The Ronettes,Sleigh Ride,2019,26,2019-01-05,3,"Christmas,Pop",0.412064045,0.475372279,0.761676774,0.181818182,0.265309395,0.866398049,1
Tim McGraw,Felt Good On My Lips,2010,26,2010-11-18,20,"Country,Rock",0.024537563,0.512027491,0.864879242,0.272727273,0.538322057,0.513307178,1
Cyndi Thomson,What I Really Meant To Say,2001,26,2001-09-18,20,Pop,0.095089878,0.446735395,0.654218534,0.090909091,0.563695348,0.366981232,1
System Of A Down,B.Y.O.B.,2005,27,2005-06-01,20,"Thrash Metal,Alternative Metal,Alternative Rock,Metal,Heavy Metal,Rock",0.00676656,0.50744559,0.984040855,0.090909091,0.325060596,0.722192769,1
Ariana Grande,Bad Idea,2019,27,2019-02-23,3,"Trap,Alternative R&;B,R&;B",0.027400556,0.840778923,0.55633578,0.090909091,0.55063865,0.566323826,1
Tim McGraw,She's My Kind Of Rain,2003,27,2003-05-06,20,"Country,Rock",0.132922279,0.411225659,0.565911267,0,0.168256866,0.295938925,1
Backstreet Boys,More Than That,2001,27,2001-07-17,20,"Boy Band,Pop",0.0104271,0.534936999,0.715927226,0.363636364,0.193309444,0.475135192,1
Duffy,Mercy,2008,27,2008-05-29,20,"R&;B,Pop,Soul,Rock",0.271981913,0.778923253,0.854239813,0,0.500761692,0.985155339,1
